-4.48153259191518e-05,-0.561755449296811,-0.84610511505887,-1.02997248458031,-1.16264964483158,-1.26349793505887,-1.3503509546137,-1.42026238913109,-1.48265323733893,-1.53897946847395,-1.6290061034367,-1.70259398896112,-1.7667101632237,-1.8191603893621,-1.87016176207009,-1.964071753735,-2.04120073404468,-2.10633464656454,-2.16259340017408,-2.20790419134619,-2.24967655803499,-2.32130813438208,-2.37895028985761,-2.42731950562173,-2.46648170883192,-2.507300891323,-2.57216640267967,-2.62545914657546,-2.67126936207133,-2.71080057747936,-2.74635064476545,-2.87718407049844,-2.96745364686185,-3.03878115717564,-3.09361753066403,-3.13588840227692,-3.17545465365434,-3.21070214093938,-3.2411320438317,-3.29356542867479,-3.33726396565447,-3.37506342197441,-3.40716526844408,-3.4347974461877,-3.49625238266491,-3.5463147673986,-3.58622393950757,-3.61799729268623,-3.65122065256305,-3.67779828931975,-3.72440452668275,-3.76257291704436,-3.79699087018421,-3.82591909989495,-3.85213506599888
NaN,-0.279807090308754,-0.481591040994289,-0.616345538044208,-0.714352056132943,-0.794373863727011,-0.856336697710222,-0.912184899276702,-0.960466355922826,-0.999493781518882,-1.06824948012147,-1.12933669718302,-1.17570858483019,-1.21871262723223,-1.25658612227995,-1.32978534842016,-1.39103177050759,-1.43898964165802,-1.4793521463577,-1.51553156805017,-1.54666825560477,-1.59957634348873,-1.64515196832004,-1.68395004113347,-1.71665119432278,-1.74214377342588,-1.79055641019055,-1.8290488369636,-1.86294882860827,-1.89208210609041,-1.92019490728985,-2.01547021927342,-2.08279335949439,-2.13314354201144,-2.17192314378123,-2.20481591694482,-2.23487126796334,-2.25978025844486,-2.28133600826175,-2.31809394003017,-2.35036815463664,-2.37768294152984,-2.40144275677276,-2.42201180403026,-2.46577035180015,-2.50039842746964,-2.52966782903857,-2.55171692677968,-2.57465796411558,-2.59500753811479,-2.6288082354355,-2.65698981147773,-2.67959674510255,-2.69995241473749,-2.7184392770628
NaN,NaN,-0.322403181988705,-0.430079027397591,-0.511072611363841,-0.573063388326586,-0.629997455381364,-0.675945143084395,-0.715148897050222,-0.749550347382186,-0.810361004126968,-0.859221738519251,-0.901613612022932,-0.937572464440136,-0.969320787104585,-1.03580727529142,-1.08689206209915,-1.12756319573993,-1.16710901635174,-1.19660765345278,-1.22360927691028,-1.26858052488345,-1.30720356955186,-1.33845323499234,-1.3673997573813,-1.39354752431649,-1.43262587030657,-1.46660718779292,-1.49324308028774,-1.5199850619097,-1.54315655654354,-1.62372757888344,-1.6817120095538,-1.72241765043608,-1.75760465448135,-1.78508280241282,-1.80875358352603,-1.82944442428454,-1.84771928799967,-1.87966077425222,-1.90511586001466,-1.92702303570955,-1.94745612765324,-1.96550608155634,-2.00022809784448,-2.02925384908417,-2.05428319102808,-2.0756510577129,-2.09355129467598,-2.10899529700848,-2.13608638625931,-2.16044401331414,-2.17989343689866,-2.19705420157059,-2.2118915208754
NaN,NaN,NaN,-0.323332708303084,-0.392983208608408,-0.449962507606015,-0.493343414423094,-0.534149281727837,-0.572210271985597,-0.601496088284339,-0.656442647464191,-0.698406785757185,-0.736434198905644,-0.769624967489649,-0.797206424722536,-0.856611267986892,-0.903069625166377,-0.941419270186222,-0.972125324167929,-1.00099544550864,-1.02517717226509,-1.06841534498775,-1.1012675793415,-1.13252351470031,-1.15452435032749,-1.17671307566573,-1.21408214250708,-1.24527720928249,-1.27203621156728,-1.29338832398626,-1.31247624385592,-1.38667184549823,-1.43730447376355,-1.47371246767749,-1.50326741155986,-1.52993993842282,-1.55123166815224,-1.56870463493392,-1.58564150664834,-1.61447156621054,-1.63745392967325,-1.6554478012306,-1.67479622241559,-1.68880374274804,-1.7206996068562,-1.74636361860655,-1.76774377371978,-1.78607884618011,-1.8027023002555,-1.816615897715,-1.84186248659701,-1.86096302125291,-1.87852154064893,-1.89419028402875,-1.90793843386862
NaN,NaN,NaN,NaN,-0.314498760881272,-0.365253346811811,-0.406872229264072,-0.443497231347877,-0.472689223100176,-0.501819109653908,-0.548669078482976,-0.589432776362052,-0.623520862251757,-0.65257951791934,-0.679473737702733,-0.735013154741351,-0.776883063782403,-0.812481089576731,-0.84156690991141,-0.868249406297558,-0.890356943160261,-0.929227908616696,-0.960204720834586,-0.986352254584869,-1.01080604443493,-1.02921519330083,-1.06426031017421,-1.09344496314489,-1.11630170245197,-1.13778036445868,-1.15657412760563,-1.22358216788412,-1.26902787007736,-1.3041860862315,-1.33104836512503,-1.35324463650677,-1.37269438436393,-1.39028317616864,-1.40614814434576,-1.43072631359047,-1.45143253522387,-1.46843939777327,-1.48476404510306,-1.49983038739361,-1.52864223482159,-1.55228991100622,-1.57128038501532,-1.58756214874172,-1.60364358000588,-1.61579730881193,-1.63769615313412,-1.65617767754143,-1.67197874008053,-1.68544678253631,-1.69828855590439
NaN,NaN,NaN,NaN,NaN,-0.303926116133417,-0.342002013367363,-0.37393126380212,-0.402859883338464,-0.429207180096363,-0.472612810750725,-0.507700235815718,-0.541257014235893,-0.569063966327733,-0.593260580994608,-0.64376247305401,-0.683050736314035,-0.715000360406701,-0.744342896459602,-0.769235365118575,-0.791002053115403,-0.825944477399492,-0.856214611115491,-0.879866258163472,-0.901758064691742,-0.921654790971296,-0.953077421118506,-0.979029863674016,-1.00340722421061,-1.02122367900996,-1.03856583807513,-1.10154586224655,-1.14515118786276,-1.17756146878644,-1.20282959492548,-1.22219009130867,-1.24176136878212,-1.25772483274315,-1.27213436537084,-1.2955131477563,-1.31575623406834,-1.33160913780918,-1.3469134083247,-1.35918860727938,-1.38574863295347,-1.40738632479961,-1.42640341558394,-1.44181043785741,-1.45438248716386,-1.46666779961176,-1.48770098587579,-1.50423576128351,-1.51815442083359,-1.53159342365995,-1.54263565247384
NaN,NaN,NaN,NaN,NaN,NaN,-0.293256630740328,-0.322370460052196,-0.348547291985824,-0.372626241874167,-0.414715303316466,-0.448233000739793,-0.476864189391311,-0.501945908683908,-0.526528380302992,-0.574154825263394,-0.609712678926981,-0.642168447928546,-0.667901886294455,-0.692294805278191,-0.711891619267954,-0.745692996013496,-0.773865258985374,-0.798885241985704,-0.818408822860455,-0.836604419658971,-0.866562920321087,-0.893378521956332,-0.91316110013147,-0.931021536329517,-0.94871947602936,-1.00725972747319,-1.04804845121364,-1.07841416578261,-1.10354588842748,-1.12290351454548,-1.14003398822838,-1.15480276395,-1.16752039515738,-1.18883382039277,-1.20845060063503,-1.22454203935046,-1.23798864016775,-1.2503410151807,-1.27492618818264,-1.29536026798867,-1.31247821789517,-1.32673726553573,-1.33969001926727,-1.35096714913947,-1.37016831060991,-1.38495851972842,-1.39921018976874,-1.41143624611431,-1.42151702906666
NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.284077616568174,-0.307760829356477,-0.329990678518881,-0.366957204970524,-0.400889786155096,-0.42653137080773,-0.451259616848898,-0.473425332859185,-0.516991420365123,-0.552487046991872,-0.583501353321197,-0.608934026592603,-0.629975894653457,-0.647956063053621,-0.682186061126022,-0.709608261168846,-0.731434282021128,-0.752104657719214,-0.768584428248419,-0.797870089344389,-0.82082820889973,-0.841503807306582,-0.85927843687209,-0.87445909467113,-0.93231870928812,-0.970121506489923,-0.998606273337239,-1.02301718064402,-1.04058748712395,-1.05713980673035,-1.07139474300461,-1.08284903937034,-1.10461618055256,-1.12137865107031,-1.1371908105086,-1.15022938827943,-1.16181793480543,-1.185211486684,-1.20482840493979,-1.22049756093078,-1.23463854968121,-1.24607421281166,-1.25700891500739,-1.27473933455511,-1.28914307344018,-1.30319153051964,-1.31405741730811,-1.32488170078883
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.27256367694273,-0.293835531292915,-0.330342804201512,-0.359863160299984,-0.385045420599729,-0.40956365465345,-0.429070401716904,-0.47156367315759,-0.505555131687592,-0.532993900291945,-0.558093395844529,-0.579129865133714,-0.598368475140225,-0.629727898288122,-0.654564881731714,-0.675382795575807,-0.695486963557584,-0.710725310499007,-0.740040801250203,-0.763100520339212,-0.782361292176936,-0.799473828177309,-0.81428366559104,-0.868808945399789,-0.906190772438509,-0.932600706373952,-0.955257173327839,-0.972999990319825,-0.987643505004619,-1.00210768460609,-1.01368150273424,-1.03475392570234,-1.05071092753305,-1.06510556389844,-1.07731557559882,-1.08823761001438,-1.11101711370981,-1.12952155125662,-1.14491768103702,-1.15713388067477,-1.1691346891475,-1.17928115189546,-1.19605096167469,-1.21036294714911,-1.22262383176169,-1.23393406484439,-1.24299610267473
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.265252551571841,-0.298561062252896,-0.328059202260026,-0.350918382143991,-0.3740287574898,-0.393293951745175,-0.433773889298983,-0.466779830494857,-0.493395205164662,-0.516973294568751,-0.537056607180933,-0.554206130911191,-0.584475272356809,-0.608266541273774,-0.630554114178763,-0.647201025101958,-0.664126903444835,-0.689931281046703,-0.713400042426826,-0.731627069604271,-0.749073860434691,-0.762328705044662,-0.814817367002802,-0.850208549981042,-0.876762397695181,-0.898617505728563,-0.916597052614196,-0.931022510038551,-0.944507011801669,-0.955560505138955,-0.974782395577854,-0.991434454286667,-1.00396928702363,-1.01565336529186,-1.02621100652553,-1.04800552654518,-1.0654068135353,-1.08106717414367,-1.09240651283655,-1.103817547808,-1.11325287628822,-1.13045131350499,-1.14386508168126,-1.15501176649621,-1.16555576449433,-1.17470975951928
